"veh_id","updated_time","long","lati","trip_id","sch_dev","route"
"1_2662","2018-03-06 06:24:44","-122.1935120","47.7639427","1_34939002",0,"372"
"1_2662","2018-03-06 06:27:45","-122.2007446","47.7605705","1_34939002",86,"372"
"1_2662","2018-03-06 06:30:44","-122.2113190","47.7579002","1_34939002",117,"372"
"1_2662","2018-03-06 06:33:45","-122.2305908","47.7546501","1_34939002",25,"372"
"1_2662","2018-03-06 06:36:45","-122.2494431","47.7583504","1_34939002",29,"372"
"1_2662","2018-03-06 06:39:44","-122.2632294","47.7583084","1_34939002",81,"372"
"1_2662","2018-03-06 06:42:45","-122.2794342","47.7523575","1_34939002",80,"372"
"1_2662","2018-03-06 06:45:45","-122.2916565","47.7370987","1_34939002",-13,"372"
"1_2662","2018-03-06 06:48:45","-122.2932892","47.7227020","1_34939002",-75,"372"
"1_2662","2018-03-06 06:51:46","-122.2990417","47.7128448","1_34939002",-43,"372"
"1_2662","2018-03-06 06:54:45","-122.3041382","47.6993065","1_34939002",-65,"372"
"1_2662","2018-03-06 06:57:45","-122.3008347","47.6862068","1_34939002",-86,"372"
"1_2662","2018-03-06 07:00:46","-122.3006439","47.6762085","1_34939002",-61,"372"
"1_2662","2018-03-06 07:03:45","-122.3006134","47.6670647","1_34939002",-25,"372"
"1_2662","2018-03-06 07:06:44","-122.3046112","47.6573372","1_34939002",-25,"372"
"1_2662","2018-03-06 07:09:45","-122.3077621","47.6520195","1_34939002",-52,"372"
"1_2662","2018-03-06 07:12:45","-122.3116760","47.6553154","1_34939002",-106,"372"
"1_2662","2018-03-06 07:36:45","-122.3120804","47.6557007","1_34939007",69,"372"
"1_2662","2018-03-06 07:39:45","-122.3075943","47.6520195","1_34939007",67,"372"
"1_2662","2018-03-06 07:42:45","-122.3045425","47.6573219","1_34939007",100,"372"
"1_2662","2018-03-06 07:48:44","-122.3006516","47.6751976","1_34939007",123,"372"
"1_2662","2018-03-06 07:51:45","-122.3007584","47.6831436","1_34939007",172,"372"
"1_2662","2018-03-06 07:54:44","-122.3053589","47.6957359","1_34939007",172,"372"
"1_2662","2018-03-06 07:57:45","-122.3013000","47.7085953","1_34939007",186,"372"
"1_2662","2018-03-06 08:00:45","-122.2947388","47.7201157","1_34939007",217,"372"
"1_2662","2018-03-06 08:03:45","-122.2924423","47.7344666","1_34939007",164,"372"
"1_2662","2018-03-06 08:06:45","-122.2807236","47.7518005","1_34939007",103,"372"
"1_2662","2018-03-06 08:09:46","-122.2601013","47.7584343","1_34939007",39,"372"
"1_2662","2018-03-06 08:12:46","-122.2340622","47.7558212","1_34939007",-34,"372"
"1_2662","2018-03-06 08:15:45","-122.2117004","47.7515564","1_34939007",-68,"372"
"1_2662","2018-03-06 08:18:46","-122.2102509","47.7586403","1_34939007",14,"372"
"1_2662","2018-03-06 08:21:46","-122.2076187","47.7595100","1_34939007",156,"372"
"1_2662","2018-03-06 08:24:46","-122.2015686","47.7592735","1_34939007",278,"372"
"1_2662","2018-03-06 08:27:45","-122.1999969","47.7592049","1_34939007",445,"372"
"1_2662","2018-03-06 08:30:45","-122.1936569","47.7638435","1_34939007",479,"372"
"1_2662","2018-03-06 08:45:46","-122.1928177","47.7639694","1_34939003",108,"372"
"1_2662","2018-03-06 08:48:45","-122.2007446","47.7605705","1_34939003",150,"372"
"1_2662","2018-03-06 08:51:46","-122.2068253","47.7592201","1_34939003",216,"372"
"1_2662","2018-03-06 08:54:45","-122.2227173","47.7527771","1_34939003",158,"372"
"1_2662","2018-03-06 08:57:45","-122.2414932","47.7570686","1_34939003",169,"372"
"1_2662","2018-03-06 09:00:46","-122.2653351","47.7582169","1_34939003",158,"372"
"1_2662","2018-03-06 09:03:45","-122.2798996","47.7521667","1_34939003",199,"372"
"1_2662","2018-03-06 09:06:45","-122.2921982","47.7362785","1_34939003",144,"372"
"1_2662","2018-03-06 09:09:45","-122.2922287","47.7272110","1_34939003",183,"372"
"1_2662","2018-03-06 09:12:45","-122.2970886","47.7161407","1_34939003",183,"372"
"1_2662","2018-03-06 09:15:44","-122.3016129","47.7041283","1_34939003",163,"372"
"1_2662","2018-03-06 09:18:45","-122.3047409","47.6948357","1_34939003",182,"372"
"1_2662","2018-03-06 09:21:46","-122.3007507","47.6828194","1_34939003",164,"372"
"1_2662","2018-03-06 09:24:44","-122.3006363","47.6715508","1_34939003",102,"372"
"1_2662","2018-03-06 09:27:45","-122.3009033","47.6625862","1_34939003",78,"372"
"1_2662","2018-03-06 09:30:45","-122.3048096","47.6568718","1_34939003",102,"372"
"1_2662","2018-03-06 09:33:45","-122.3085022","47.6520805","1_34939003",22,"372"
"1_2662","2018-03-06 09:36:44","-122.3120804","47.6555862","1_34939003",-63,"372"
"1_2662","2018-03-06 09:51:44","-122.3133469","47.6559868","1_34939008",104,"372"
"1_2662","2018-03-06 09:54:44","-122.3084259","47.6520691","1_34939008",85,"372"
"1_2662","2018-03-06 09:57:45","-122.3047409","47.6565628","1_34939008",114,"372"
"1_2662","2018-03-06 10:00:45","-122.3008881","47.6633797","1_34939008",150,"372"
"1_2662","2018-03-06 10:03:45","-122.3006287","47.6703224","1_34939008",200,"372"
"1_2662","2018-03-06 10:06:45","-122.3007507","47.6826210","1_34939008",173,"372"
"1_2662","2018-03-06 10:12:45","-122.3010178","47.7093620","1_34939008",218,"372"
"1_2662","2018-03-06 10:15:45","-122.2928925","47.7235870","1_34939008",224,"372"
"1_2662","2018-03-06 10:18:46","-122.2922440","47.7280121","1_34939008",331,"372"
"1_2662","2018-03-06 10:21:46","-122.2924423","47.7344666","1_34939008",404,"372"
"1_2662","2018-03-06 10:24:45","-122.2846603","47.7485161","1_34939008",435,"372"
"1_2662","2018-03-06 10:27:45","-122.2712326","47.7567139","1_34939008",480,"372"
"1_2662","2018-03-06 10:30:46","-122.2503281","47.7584267","1_34939008",515,"372"
"1_2662","2018-03-06 10:36:45","-122.2101212","47.7587013","1_34939008",476,"372"
"1_2662","2018-03-06 10:39:45","-122.2012787","47.7600555","1_34939008",537,"372"
"1_2662","2018-03-06 10:42:45","-122.1932755","47.7622833","1_34939008",549,"372"
"1_2662","2018-03-06 11:03:45","-122.1931152","47.7642059","1_34939005",-34,"372"
"1_2662","2018-03-06 11:06:45","-122.2010803","47.7592545","1_34939005",-90,"372"
"1_2662","2018-03-06 11:09:44","-122.2083588","47.7590942","1_34939005",33,"372"
"1_2662","2018-03-06 11:12:45","-122.2178040","47.7519150","1_34939005",56,"372"
"1_2662","2018-03-06 11:15:45","-122.2436447","47.7574310","1_34939005",23,"372"
"1_2662","2018-03-06 11:20:24","-122.2736435","47.7548752","1_34939005",-3,"372"
"1_2662","2018-03-06 11:21:44","-122.2799835","47.7521324","1_34939005",24,"372"
"1_2662","2018-03-06 11:24:45","-122.2907410","47.7382050","1_34939005",38,"372"
"1_2662","2018-03-06 11:27:44","-122.2922516","47.7282982","1_34939005",84,"372"
"1_2662","2018-03-06 11:30:44","-122.2950439","47.7195969","1_34939005",118,"372"
"1_2662","2018-03-06 11:33:44","-122.3011322","47.7090683","1_34939005",138,"372"
"1_2662","2018-03-06 11:36:44","-122.3057327","47.6965523","1_34939005",138,"372"
"1_2662","2018-03-06 11:39:45","-122.3014908","47.6875572","1_34939005",182,"372"
"1_2662","2018-03-06 11:42:45","-122.3006439","47.6762085","1_34939005",152,"372"
"1_2662","2018-03-06 11:45:45","-122.3006058","47.6659927","1_34939005",127,"372"
"1_2662","2018-03-06 11:48:44","-122.3038254","47.6575394","1_34939005",127,"372"
"1_2662","2018-03-06 11:51:44","-122.3067932","47.6521225","1_34939005",67,"372"
"1_2662","2018-03-06 11:54:45","-122.3116837","47.6553192","1_34939005",-84,"372"
"1_2662","2018-03-06 12:21:45","-122.3120804","47.6555138","1_34939009",54,"372"
"1_2662","2018-03-06 12:24:45","-122.3104172","47.6541481","1_34939009",151,"372"
"1_2662","2018-03-06 12:27:44","-122.3051529","47.6535912","1_34939009",114,"372"
"1_2662","2018-03-06 12:30:44","-122.3043213","47.6573753","1_34939009",210,"372"
"1_2662","2018-03-06 12:33:45","-122.3009033","47.6638222","1_34939009",240,"372"
"1_2662","2018-03-06 12:36:45","-122.3006363","47.6724739","1_34939009",251,"372"
"1_2662","2018-03-06 12:39:44","-122.3007202","47.6815948","1_34939009",254,"372"
"1_2662","2018-03-06 12:42:44","-122.3048019","47.6948853","1_34939009",230,"372"
"1_2662","2018-03-06 12:45:45","-122.3016205","47.7050133","1_34939009",258,"372"
"1_2662","2018-03-06 12:48:45","-122.2961349","47.7177505","1_34939009",258,"372"
"1_2662","2018-03-06 12:51:45","-122.2928925","47.7235870","1_34939009",344,"372"
"1_2662","2018-03-06 12:54:44","-122.2916489","47.7371063","1_34939009",302,"372"
"1_2662","2018-03-06 12:57:45","-122.2701721","47.7574081","1_34939009",111,"372"
"1_2662","2018-03-06 13:00:45","-122.2496185","47.7583656","1_34939009",150,"372"
"1_2662","2018-03-06 13:03:44","-122.2149658","47.7508469","1_34939009",26,"372"
"1_2662","2018-03-06 13:06:45","-122.2099533","47.7587585","1_34939009",71,"372"
"1_2662","2018-03-06 13:09:45","-122.2076187","47.7593765","1_34939009",214,"372"
"1_2662","2018-03-06 13:12:45","-122.1956177","47.7624893","1_34939009",214,"372"
"1_2662","2018-03-06 13:36:44","-122.1934433","47.7639847","1_34939004",215,"372"
"1_2662","2018-03-06 13:39:45","-122.2061386","47.7593231","1_34939004",163,"372"
"1_2662","2018-03-06 13:42:46","-122.2293930","47.7542191","1_34939004",37,"372"
"1_2662","2018-03-06 13:45:45","-122.2484512","47.7582207","1_34939004",49,"372"
"1_2662","2018-03-06 13:48:45","-122.2739029","47.7547226","1_34939004",17,"372"
"1_2662","2018-03-06 13:51:45","-122.2852554","47.7476082","1_34939004",63,"372"
"1_2662","2018-03-06 13:54:45","-122.2923889","47.7325287","1_34939004",33,"372"
"1_2662","2018-03-06 14:03:45","-122.2975311","47.7153893","1_34939004",305,"372"
"1_2662","2018-03-06 14:06:45","-122.3016205","47.7053604","1_34939004",351,"372"
"1_2662","2018-03-06 14:09:44","-122.3022308","47.6916885","1_34939004",339,"372"
"1_2662","2018-03-06 14:12:45","-122.3007431","47.6824875","1_34939004",396,"372"
"1_2662","2018-03-06 14:18:45","-122.3009110","47.6629105","1_34939004",293,"372"
"1_2662","2018-03-06 14:21:45","-122.3026352","47.6583557","1_34939004",343,"372"
"1_2662","2018-03-06 14:24:45","-122.3052063","47.6533928","1_34939004",348,"372"
"1_2662","2018-03-06 14:27:45","-122.3088074","47.6521454","1_34939004",348,"372"
"1_2662","2018-03-06 14:51:45","-122.3133469","47.6559868","1_34939001",104,"372"
"1_2662","2018-03-06 14:54:44","-122.3107758","47.6550026","1_34939001",176,"372"
"1_2662","2018-03-06 14:57:45","-122.3069000","47.6520958","1_34939001",147,"372"
"1_2662","2018-03-06 15:00:45","-122.3047943","47.6567078","1_34939001",160,"372"
"1_2662","2018-03-06 15:06:45","-122.3006058","47.6662445","1_34939001",285,"372"
"1_2662","2018-03-06 15:09:44","-122.3006439","47.6732292","1_34939001",316,"372"
"1_2662","2018-03-06 15:12:45","-122.3007355","47.6821632","1_34939001",305,"372"
"1_2662","2018-03-06 15:15:45","-122.3039093","47.6941948","1_34939001",287,"372"
"1_2662","2018-03-06 15:18:45","-122.3016129","47.7043648","1_34939001",295,"372"
"1_2662","2018-03-06 15:21:45","-122.2966614","47.7168617","1_34939001",275,"372"
"1_2662","2018-03-06 15:24:45","-122.2947006","47.7201805","1_34939001",400,"372"
"1_2662","2018-03-06 15:27:45","-122.2922516","47.7282753","1_34939001",420,"372"
"1_2662","2018-03-06 15:30:45","-122.2924423","47.7345352","1_34939001",463,"372"
"1_2662","2018-03-06 15:33:45","-122.2850037","47.7479973","1_34939001",456,"372"
"1_2662","2018-03-06 15:36:45","-122.2758865","47.7537842","1_34939001",524,"372"
"1_2662","2018-03-06 15:39:44","-122.2614059","47.7583885","1_34939001",561,"372"
"1_2662","2018-03-06 15:42:44","-122.2442093","47.7575188","1_34939001",594,"372"
"1_2662","2018-03-06 15:45:45","-122.2150040","47.7508583","1_34939001",478,"372"
"1_2662","2018-03-06 15:48:46","-122.2085114","47.7597313","1_34939001",484,"372"
"1_2662","2018-03-06 15:51:45","-122.2003021","47.7592278","1_34939001",572,"372"
"1_2662","2018-03-06 15:54:46","-122.1944733","47.7632904","1_34939001",614,"372"
"1_2662","2018-03-06 16:15:46","-122.1924057","47.7618752","1_34939006",224,"372"
"1_2662","2018-03-06 16:18:45","-122.1985779","47.7611351","1_34939006",161,"372"
"1_2662","2018-03-06 16:21:45","-122.1997375","47.7594528","1_34939006",224,"372"
"1_2662","2018-03-06 16:24:46","-122.2116013","47.7574730","1_34939006",286,"372"
"1_2662","2018-03-06 16:27:45","-122.2294540","47.7542381","1_34939006",222,"372"
"1_2662","2018-03-06 16:30:45","-122.2411575","47.7570114","1_34939006",287,"372"
"1_2662","2018-03-06 16:33:45","-122.2494431","47.7583504","1_34939006",401,"372"
"1_2662","2018-03-06 16:39:46","-122.2799835","47.7521324","1_34939006",491,"372"
"1_2662","2018-03-06 16:45:45","-122.2922440","47.7280464","1_34939006",437,"372"
"1_2662","2018-03-06 16:48:46","-122.2950211","47.7196388","1_34939006",478,"372"
"1_2662","2018-03-06 16:51:45","-122.2992554","47.7124786","1_34939006",549,"372"
"1_2662","2018-03-06 16:54:45","-122.3016129","47.7043610","1_34939006",611,"372"
"1_2662","2018-03-06 16:57:45","-122.3053513","47.6957245","1_34939006",658,"372"
"1_2662","2018-03-06 17:00:44","-122.3008347","47.6861687","1_34939006",692,"372"
"1_2662","2018-03-06 17:03:46","-122.3006439","47.6762085","1_34939006",660,"372"
"1_2662","2018-03-06 17:06:47","-122.3006058","47.6665955","1_34939006",585,"372"
"1_2662","2018-03-06 17:09:46","-122.3009033","47.6607819","1_34939006",612,"372"
"1_2662","2018-03-06 17:12:46","-122.3048096","47.6568718","1_34939006",653,"372"
"1_2662","2018-03-06 17:15:46","-122.3067703","47.6521263","1_34939006",593,"372"
"1_2662","2018-03-06 17:18:45","-122.3111343","47.6551094","1_34939006",433,"372"
"1_2662","2018-03-06 17:39:45","-122.3113709","47.6552124","1_34939010",388,"372"
"1_2662","2018-03-06 17:42:45","-122.3086548","47.6521072","1_34939010",411,"372"
"1_2662","2018-03-06 17:48:45","-122.3042603","47.6573944","1_34939010",561,"372"
"1_2662","2018-03-06 17:51:45","-122.3006058","47.6658669","1_34939010",537,"372"
"1_2662","2018-03-06 17:54:46","-122.3006439","47.6738853","1_34939010",542,"372"
"1_2662","2018-03-06 17:57:45","-122.3007507","47.6827736","1_34939010",532,"372"
"1_2662","2018-03-06 18:00:46","-122.3024826","47.6923256","1_34939010",560,"372"
"1_2662","2018-03-06 18:03:45","-122.3016052","47.7037354","1_34939010",544,"372"
"1_2662","2018-03-06 18:06:47","-122.2997665","47.7116127","1_34939010",601,"372"
"1_2662","2018-03-06 18:09:45","-122.2951965","47.7193375","1_34939010",654,"372"
"1_2662","2018-03-06 18:12:46","-122.2922440","47.7281685","1_34939010",662,"372"
"1_2662","2018-03-06 18:15:46","-122.2894516","47.7397614","1_34939010",615,"372"
"1_2662","2018-03-06 18:18:46","-122.2816620","47.7512970","1_34939010",596,"372"
"1_2662","2018-03-06 18:21:46","-122.2630081","47.7583199","1_34939010",575,"372"
"1_2662","2018-03-06 18:24:48","-122.2468109","47.7579384","1_34939010",617,"372"
"1_2662","2018-03-06 18:29:22","-122.2142487","47.7505913","1_34939010",589,"372"
"1_2662","2018-03-06 18:30:45","-122.2117462","47.7571449","1_34939010",578,"372"
"1_2662","2018-03-06 18:33:46","-122.2078552","47.7599335","1_34939010",704,"372"
"1_2662","2018-03-06 18:36:45","-122.2013931","47.7601280","1_34939010",780,"372"
"1_2662","2018-03-06 18:57:45","-122.1952515","47.7627373","1_34939023",299,"372"
"1_2662","2018-03-06 19:00:46","-122.2056732","47.7593575","1_34939023",287,"372"
"1_2662","2018-03-06 19:03:45","-122.2155838","47.7510796","1_34939023",285,"372"
"1_2662","2018-03-06 19:06:46","-122.2355423","47.7560806","1_34939023",278,"372"
"1_2662","2018-03-06 19:09:46","-122.2524872","47.7586060","1_34939023",311,"372"
"1_2662","2018-03-06 19:12:46","-122.2665024","47.7581635","1_34939023",389,"372"
"1_2662","2018-03-06 19:15:45","-122.2828293","47.7504921","1_34939023",418,"372"
"1_2662","2018-03-06 19:18:45","-122.2924347","47.7339859","1_34939023",412,"372"
"1_2662","2018-03-06 19:21:46","-122.2930145","47.7232857","1_34939023",412,"372"
"1_2662","2018-03-06 19:24:45","-122.2961044","47.7178078","1_34939023",511,"372"
"1_2662","2018-03-06 19:27:46","-122.3016129","47.7043610","1_34939023",491,"372"
"1_2662","2018-03-06 19:33:45","-122.3006439","47.6762085","1_34939023",405,"372"
"1_2662","2018-03-06 19:36:45","-122.3006363","47.6710281","1_34939023",489,"372"
"1_2662","2018-03-06 19:39:45","-122.3008957","47.6637497","1_34939023",540,"372"
"1_2662","2018-03-06 19:42:46","-122.3048096","47.6568718","1_34939023",572,"372"
"1_2662","2018-03-06 19:45:45","-122.3104248","47.6540108","1_34939023",440,"372"
"1_2662","2018-03-06 19:48:46","-122.3120728","47.6561089","1_34939023",499,"372"
"1_2662","2018-03-06 20:09:45","-122.3133469","47.6559868","1_34939052",164,"372"
"1_2662","2018-03-06 20:12:45","-122.3133469","47.6559868","1_34939052",344,"372"
"1_2662","2018-03-06 20:15:44","-122.3104324","47.6532059","1_34939052",382,"372"
"1_2662","2018-03-06 20:18:45","-122.3051300","47.6537132","1_34939052",404,"372"
"1_2662","2018-03-06 20:21:44","-122.3021088","47.6597366","1_34939052",450,"372"
"1_2662","2018-03-06 20:24:45","-122.3008957","47.6636086","1_34939052",544,"372"
"1_2662","2018-03-06 20:27:44","-122.3006363","47.6711578","1_34939052",577,"372"
"1_2662","2018-03-06 20:30:45","-122.3007126","47.6814079","1_34939052",558,"372"
"1_2662","2018-03-06 20:33:45","-122.3020859","47.6913109","1_34939052",600,"372"
"1_2662","2018-03-06 20:36:45","-122.3016205","47.7050209","1_34939052",591,"372"
"1_2662","2018-03-06 20:39:46","-122.2955322","47.7187767","1_34939052",591,"372"
"1_2662","2018-03-06 20:42:44","-122.2928696","47.7236633","1_34939052",702,"372"
"1_2662","2018-03-06 20:45:45","-122.2924500","47.7352180","1_34939052",702,"372"
"1_2662","2018-03-06 20:48:45","-122.2813416","47.7514877","1_34939052",689,"372"
"1_2662","2018-03-06 20:51:45","-122.2528687","47.7586365","1_34939052",655,"372"
"1_2662","2018-03-06 20:54:45","-122.2380371","47.7564964","1_34939052",725,"372"
"1_2662","2018-03-06 20:57:46","-122.2241592","47.7528305","1_34939052",790,"372"
"1_2662","2018-03-06 21:00:45","-122.2093048","47.7594643","1_34939052",763,"372"
"1_2662","2018-03-06 21:03:45","-122.2003784","47.7592316","1_34939052",863,"372"
"1_2662","2018-03-06 21:06:46","-122.1927948","47.7638206","1_34939052",880,"372"
